,StockCode,date,price
1660,002475.SZ,20200610,54.62
1661,600036.SH,20200610,35.34
1662,000100.SZ,20200611,5.83
1663,600000.SH,20200611,10.48
1664,601336.SH,20200612,44.2
1665,601377.SH,20200612,5.71
1666,601398.SH,20200612,5.22
1667,601878.SH,20200612,9.73
1668,000001.SZ,20200612,12.99
1669,000415.SZ,20200612,3.04
1670,002456.SZ,20200612,16.09
1671,002475.SZ,20200612,54.5
1672,002673.SZ,20200612,7.89
1673,601166.SH,20200612,15.97
1674,601229.SH,20200612,8.28
1675,601236.SH,20200612,20.82
1676,601318.SH,20200612,74.15
1677,601901.SH,20200612,6.89
1678,601939.SH,20200611,6.35
1679,601939.SH,20200612,6.38
1680,000100.SZ,20200612,5.76
1681,000783.SZ,20200610,6.27
1682,000858.SZ,20200610,162.54
1683,000963.SZ,20200610,23.07
1684,000423.SZ,20200609,34.04
1685,000538.SZ,20200609,86.93
1686,002736.SZ,20200610,10.75
1687,603288.SH,20200527,114.35
1688,002252.SZ,20200527,8.14
1689,603156.SH,20200527,22.33
1690,603501.SH,20200522,186.2
1691,002252.SZ,20200525,8.09
1692,600183.SH,20200527,27.2
1693,600436.SH,20200527,145.95
1694,300347.SZ,20200527,81.58
1695,000627.SZ,20200527,4.87
1696,601009.SH,20200527,7.78
1697,000538.SZ,20200605,86.49
1698,601555.SH,20200529,7.53
1699,600109.SH,20200605,10.85
1700,601881.SH,20200605,10.01
1701,002304.SZ,20200605,109.3
1702,600999.SH,20200605,17.15
1703,601162.SH,20200605,6.15
1704,002008.SZ,20200605,31.63
1705,600196.SH,20200602,30.88
1706,600276.SH,20200602,80.4
1707,600369.SH,20200602,4.53
1708,600016.SH,20200604,5.74
1709,601288.SH,20200602,3.43
1710,601328.SH,20200602,5.18
1711,000776.SZ,20200602,13.56
1712,600015.SH,20200602,6.44
1713,600030.SH,20200602,23.02
1714,002252.SZ,20200604,8.33
1715,601066.SH,20200602,33.61
1716,002773.SZ,20200603,35.78
1717,300015.SZ,20200601,40.33
1718,300142.SZ,20200601,43.21
1719,002736.SZ,20200601,10.98
1720,002673.SZ,20200601,8.23
1721,002007.SZ,20200601,41.5
1722,002044.SZ,20200601,12.2
1723,603156.SH,20200601,22.49
1724,603501.SH,20200601,191.0
1725,603160.SH,20200603,224.83
1726,600061.SH,20200601,12.32
1727,300347.SZ,20200529,84.85
1728,600867.SH,20200602,15.66
1729,000858.SZ,20200602,158.77
1730,600999.SH,20200602,17.2
1731,600928.SH,20200602,5.18
1732,603156.SH,20200609,21.46
1733,603501.SH,20200609,190.35
1734,000001.SZ,20200611,13.08
1735,000415.SZ,20200611,3.0
1736,002044.SZ,20200608,11.51
1737,601066.SH,20200608,33.73
1738,600109.SH,20200608,10.43
1739,603288.SH,20200611,113.67
1740,002736.SZ,20200608,10.83
1741,000100.SZ,20200608,6.01
1742,600085.SH,20200611,25.71
1743,000568.SZ,20200612,95.0
1744,000596.SZ,20200612,145.32
1745,000783.SZ,20200612,6.33
1746,000858.SZ,20200612,161.5
1747,002938.SZ,20200612,47.91
1748,600000.SH,20200612,10.55
1749,600085.SH,20200612,25.78
1750,002422.SZ,20200610,21.49
1751,600061.SH,20200610,11.94
1752,000895.SZ,20200610,39.58
1753,601901.SH,20200610,6.98
1754,002304.SZ,20200610,112.75
1755,000725.SZ,20200609,4.6
1756,600566.SH,20200610,22.97
1757,002304.SZ,20200527,104.5
1758,603501.SH,20200527,183.9
1759,000728.SZ,20200522,7.86
1760,603288.SH,20200525,115.98
1761,600535.SH,20200527,14.7
1762,000100.SZ,20200527,4.88
1763,600837.SH,20200527,11.49
1764,600061.SH,20200525,11.68
1765,000661.SZ,20200527,654.48
1766,601108.SH,20200527,9.13
1767,601169.SH,20200527,4.86
1768,601336.SH,20200527,43.05
1769,601377.SH,20200527,5.63
1770,601398.SH,20200527,5.12
1771,000776.SZ,20200527,13.16
1772,601878.SH,20200527,9.46
1773,300142.SZ,20200605,46.18
1774,601688.SH,20200604,17.74
1775,002841.SZ,20200604,91.19
1776,002916.SZ,20200604,155.53
1777,603259.SH,20200605,81.77
1778,002841.SZ,20200605,89.95
1779,002916.SZ,20200605,158.33
1780,000166.SZ,20200602,4.51
1781,002411.SZ,20200603,7.22
1782,002415.SZ,20200603,28.56
1783,601009.SH,20200603,7.96
1784,601108.SH,20200603,10.01
1785,601169.SH,20200603,4.93
1786,601336.SH,20200603,45.95
1787,000001.SZ,20200604,13.57
1788,002001.SZ,20200602,25.88
1789,601997.SH,20200602,7.83
1790,600390.SH,20200602,6.82
1791,600519.SH,20200602,1410.71
1792,002007.SZ,20200602,40.26
1793,002044.SZ,20200602,11.79
1794,601939.SH,20200602,6.41
1795,300015.SZ,20200603,39.15
1796,600436.SH,20200601,148.55
1797,600519.SH,20200603,1399.3
1798,600703.SH,20200603,25.3
1799,300136.SZ,20200601,42.91
1800,600332.SH,20200601,30.76
1801,600183.SH,20200601,28.51
1802,601162.SH,20200602,5.97
1803,000963.SZ,20200602,22.28
1804,601688.SH,20200602,17.89
1805,601577.SH,20200602,7.87
1806,601601.SH,20200602,29.47
1807,002938.SZ,20200604,50.0
1808,002008.SZ,20200611,31.88
1809,600276.SH,20200611,84.46
1810,600369.SH,20200611,4.5
1811,000895.SZ,20200608,39.11
1812,300015.SZ,20200611,41.42
1813,600332.SH,20200608,31.83
1814,600809.SH,20200611,133.98
1815,600816.SH,20200611,1.95
1816,002411.SZ,20200611,6.8
1817,002415.SZ,20200611,28.73
1818,002938.SZ,20200608,50.73
1819,300408.SZ,20200608,20.77
1820,300433.SZ,20200608,20.32
1821,002142.SZ,20200609,26.99
1822,601901.SH,20200609,7.05
1823,002236.SZ,20200609,17.74
1824,002673.SZ,20200609,8.1
1825,600867.SH,20200609,15.82
1826,000963.SZ,20200609,23.3
1827,600999.SH,20200609,17.16
1828,600436.SH,20200611,153.61
1829,603259.SH,20200612,83.18
1830,002958.SZ,20200612,4.57
1831,600926.SH,20200612,8.91
1832,600958.SH,20200612,9.15
1833,600998.SH,20200612,17.91
1834,601198.SH,20200612,10.48
1835,601288.SH,20200612,3.38
1836,600109.SH,20200612,10.35
1837,000963.SZ,20200612,22.55
1838,601138.SH,20200612,13.81
1839,601211.SH,20200612,16.25
1840,601319.SH,20200612,6.2
1841,601818.SH,20200612,3.75
1842,603288.SH,20200612,115.1
1843,002945.SZ,20200612,13.67
1844,600809.SH,20200610,135.14
1845,600816.SH,20200610,1.89
1846,601009.SH,20200610,7.74
1847,002945.SZ,20200609,13.9
1848,601138.SH,20200610,14.28
1849,601211.SH,20200610,16.25
1850,601319.SH,20200610,6.35
1851,601818.SH,20200610,3.79
1852,002008.SZ,20200522,29.67
1853,600196.SH,20200522,31.14
1854,002736.SZ,20200527,10.53
1855,600183.SH,20200525,26.99
1856,600036.SH,20200527,33.43
1857,603986.SH,20200529,193.39
1858,601998.SH,20200604,5.07
1859,603156.SH,20200604,22.01
1860,002304.SZ,20200604,106.0
1861,000895.SZ,20200605,39.4
1862,002411.SZ,20200529,6.88
1863,002415.SZ,20200529,27.47
1864,603986.SH,20200605,226.23
1865,002422.SZ,20200604,20.92
1866,601377.SH,20200603,5.83
1867,601398.SH,20200603,5.19
1868,300136.SZ,20200603,47.01
1869,002142.SZ,20200603,27.26
1870,000627.SZ,20200604,4.93
1871,000661.SZ,20200604,665.0
1872,603160.SH,20200602,227.08
1873,600109.SH,20200602,11.03
1874,600332.SH,20200603,31.29
1875,300347.SZ,20200602,83.0
1876,000166.SZ,20200603,4.46
1877,000728.SZ,20200603,8.11
1878,002008.SZ,20200603,32.61
1879,000895.SZ,20200602,39.3
1880,601166.SH,20200602,16.39
1881,601229.SH,20200602,8.16
1882,601236.SH,20200602,21.35
1883,601318.SH,20200602,74.28
1884,000100.SZ,20200603,5.71
1885,600535.SH,20200604,14.78
1886,000423.SZ,20200604,35.1
1887,000538.SZ,20200604,90.99
1888,603160.SH,20200601,224.15
1889,002252.SZ,20200603,8.37
1890,600809.SH,20200603,129.97
1891,600816.SH,20200603,2.15
1892,601138.SH,20200601,13.88
1893,601211.SH,20200601,16.11
1894,601319.SH,20200601,6.31
1895,601818.SH,20200601,3.84
1896,002252.SZ,20200601,8.35
1897,002939.SZ,20200603,12.02
1898,002773.SZ,20200601,36.61
1899,601066.SH,20200604,33.03
1900,002007.SZ,20200604,41.3
1901,002044.SZ,20200604,11.73
1902,601607.SH,20200602,18.06
1903,601628.SH,20200602,26.86
1904,601881.SH,20200602,10.23
1905,300347.SZ,20200611,83.9
1906,000166.SZ,20200611,4.43
1907,601688.SH,20200611,18.0
1908,002916.SZ,20200611,153.41
1909,300142.SZ,20200611,48.99
1910,601138.SH,20200611,14.02
1911,002475.SZ,20200608,51.16
1912,600109.SH,20200609,10.6
1913,600332.SH,20200609,33.01
1914,600705.SH,20200609,3.89
1915,000783.SZ,20200609,6.26
1916,601162.SH,20200609,6.03
1917,601688.SH,20200609,18.2
1918,002241.SZ,20200611,24.18
1919,300003.SZ,20200612,34.85
1920,601328.SH,20200612,5.1
1921,601997.SH,20200612,7.6
1922,603160.SH,20200612,205.5
1923,300122.SZ,20200612,89.0
1924,300408.SZ,20200612,20.77
1925,300433.SZ,20200612,22.26
1926,000166.SZ,20200612,4.4
1927,600016.SH,20200610,5.74
1928,002673.SZ,20200610,8.03
1929,601108.SH,20200610,10.12
1930,601169.SH,20200610,4.93
1931,601336.SH,20200610,45.55
1932,601377.SH,20200610,5.76
1933,601398.SH,20200610,5.27
1934,601878.SH,20200610,9.95
1935,300122.SZ,20200609,89.13
1936,600436.SH,20200612,154.13
1937,000423.SZ,20200612,33.18
1938,000538.SZ,20200612,86.49
1939,600276.SH,20200522,95.88
1940,601818.SH,20200525,3.69
1941,002841.SZ,20200522,80.36
1942,600867.SH,20200522,15.0
1943,002938.SZ,20200527,42.09
1944,300408.SZ,20200527,19.63
1945,300433.SZ,20200527,16.38
1946,603160.SH,20200527,211.43
1947,600867.SH,20200525,15.68
1948,000783.SZ,20200525,6.13
1949,600999.SH,20200525,16.86
1950,601162.SH,20200525,5.43
1951,000858.SZ,20200525,147.03
1952,600919.SH,20200529,5.92
1953,600926.SH,20200529,9.1
1954,600958.SH,20200529,9.17
1955,600998.SH,20200529,18.0
1956,603160.SH,20200529,216.5
1957,601878.SH,20200605,10.12
1958,600436.SH,20200604,150.48
1959,603259.SH,20200604,81.4
1960,603156.SH,20200529,22.34
1961,603501.SH,20200529,183.58
1962,002736.SZ,20200602,10.95
1963,600332.SH,20200602,30.83
1964,000783.SZ,20200603,6.23
1965,000858.SZ,20200603,158.24
1966,000963.SZ,20200603,22.32
1967,600809.SH,20200604,133.18
1968,600816.SH,20200604,2.04
1969,601998.SH,20200603,5.1
1970,601901.SH,20200602,7.13
1971,600703.SH,20200602,25.07
1972,002773.SZ,20200604,36.3
1973,300015.SZ,20200604,40.02
1974,300347.SZ,20200601,84.88
1975,002773.SZ,20200602,36.3
1976,002294.SZ,20200603,19.92
1977,300408.SZ,20200603,21.04
1978,300433.SZ,20200603,19.36
1979,002456.SZ,20200603,16.84
1980,002475.SZ,20200603,50.7
1981,600000.SH,20200601,10.65
1982,601939.SH,20200604,6.4
1983,000728.SZ,20200611,7.9
1984,601998.SH,20200611,5.04
1985,603156.SH,20200611,20.83
1986,600703.SH,20200608,25.47
1987,601211.SH,20200611,16.26
1988,601319.SH,20200611,6.27
1989,002008.SZ,20200608,32.22
1990,000895.SZ,20200609,39.89
1991,000858.SZ,20200609,162.61
1992,600887.SH,20200611,28.89
1993,600919.SH,20200611,5.9
1994,600926.SH,20200611,8.88
1995,600958.SH,20200611,9.2
1996,002939.SZ,20200611,12.18
1997,601997.SH,20200611,7.67
1998,603160.SH,20200611,210.29
1999,600837.SH,20200611,11.82
2000,002007.SZ,20200611,40.7
2001,002044.SZ,20200611,11.57
2002,000728.SZ,20200612,7.83
2003,600196.SH,20200612,33.0
2004,002008.SZ,20200612,31.65
2005,600276.SH,20200612,85.84
2006,600369.SH,20200612,4.41
2007,002241.SZ,20200612,24.18
2008,600837.SH,20200612,11.73
2009,600183.SH,20200612,27.52
2010,002411.SZ,20200612,6.75
2011,002415.SZ,20200612,28.82
2012,600928.SH,20200612,5.22
2013,600999.SH,20200522,16.6
2014,601162.SH,20200522,5.82
2015,002916.SZ,20200522,161.8
2016,601688.SH,20200522,17.23
2017,000728.SZ,20200527,7.82
2018,002411.SZ,20200525,6.6
2019,002415.SZ,20200525,27.98
2020,002241.SZ,20200522,20.6
2021,600332.SH,20200525,30.22
2022,002958.SZ,20200527,4.36
2023,300003.SZ,20200527,35.33
2024,600061.SH,20200605,12.15
2025,600183.SH,20200605,27.86
2026,000423.SZ,20200605,35.18
2027,600436.SH,20200605,151.5
2028,000100.SZ,20200604,5.8
2029,002736.SZ,20200605,10.84
2030,000858.SZ,20200605,160.09
2031,603288.SH,20200605,115.37
2032,000776.SZ,20200604,13.43
2033,603156.SH,20200603,21.81
2034,002841.SZ,20200603,89.5
2035,603501.SH,20200603,182.93
2036,600809.SH,20200602,129.93
2037,600816.SH,20200602,2.26
2038,300142.SZ,20200604,45.61
2039,600036.SH,20200604,35.15
2040,603288.SH,20200603,114.34
2041,000725.SZ,20200603,4.23
2042,002945.SZ,20200601,14.21
2043,002008.SZ,20200601,32.16
2044,600085.SH,20200601,25.49
2045,000100.SZ,20200601,5.4
2046,601998.SH,20200602,5.11
2047,603156.SH,20200602,22.18
2048,603259.SH,20200602,109.2
2049,002241.SZ,20200602,23.3
2050,600196.SH,20200611,32.1
2051,600705.SH,20200611,3.83
2052,603501.SH,20200611,190.0
2053,002241.SZ,20200609,23.2
2054,002945.SZ,20200608,13.83
2055,601555.SH,20200608,7.77
2056,601788.SH,20200608,11.09
2057,601838.SH,20200608,7.94
2058,601988.SH,20200608,3.51
2059,601166.SH,20200609,16.25
2060,601229.SH,20200609,8.16
2061,601236.SH,20200609,21.71
2062,601318.SH,20200609,76.5
2063,600183.SH,20200611,27.73
2064,002001.SZ,20200611,27.23
2065,600535.SH,20200611,14.73
2066,002422.SZ,20200611,20.98
2067,600998.SH,20200611,17.9
2068,601198.SH,20200611,10.49
2069,601288.SH,20200611,3.38
2070,601328.SH,20200611,5.1
2071,600928.SH,20200611,5.24
2072,600036.SH,20200612,34.5
2073,000895.SZ,20200612,39.85
2074,600016.SH,20200612,5.68
2075,000725.SZ,20200612,4.63
2076,600061.SH,20200612,11.72
2077,601009.SH,20200612,7.73
2078,601108.SH,20200612,10.0
2079,601169.SH,20200612,4.91
2080,601577.SH,20200612,7.83
2081,601601.SH,20200612,27.75
2082,601607.SH,20200612,17.96
2083,601628.SH,20200612,28.14
2084,601881.SH,20200612,9.68
2085,300347.SZ,20200609,82.7
2086,600837.SH,20200610,11.89
2087,002142.SZ,20200610,26.84
2088,300142.SZ,20200610,48.36
2089,603986.SH,20200610,234.29
2090,000100.SZ,20200610,5.98
2091,600999.SH,20200527,16.87
2092,601162.SH,20200527,5.37
2093,601688.SH,20200527,17.32
2094,000783.SZ,20200527,6.14
2095,000858.SZ,20200527,146.16
2096,002294.SZ,20200527,20.1
2097,601788.SH,20200527,10.79
2098,601838.SH,20200527,7.92
2099,601988.SH,20200527,3.45
2100,002008.SZ,20200527,29.94
2101,600436.SH,20200522,142.8
2102,300122.SZ,20200525,81.59
2103,002422.SZ,20200527,20.99
2104,600887.SH,20200605,28.48
2105,600919.SH,20200605,5.96
2106,600926.SH,20200605,9.01
2107,600958.SH,20200605,9.38
2108,600998.SH,20200605,17.91
2109,601198.SH,20200605,10.66
2110,601288.SH,20200605,3.42
2111,601328.SH,20200605,5.16
2112,002422.SZ,20200605,21.07
2113,600928.SH,20200529,5.02
2114,601577.SH,20200529,7.77
2115,601881.SH,20200529,9.8
2116,603259.SH,20200529,106.5
2117,601236.SH,20200529,19.49
2118,002938.SZ,20200605,49.47
2119,000963.SZ,20200605,22.4
2120,300408.SZ,20200605,20.96
2121,300433.SZ,20200605,20.06
2122,600061.SH,20200602,12.22
2123,600183.SH,20200602,28.79
2124,601009.SH,20200604,7.92
2125,601108.SH,20200604,10.1
2126,601169.SH,20200604,4.91
2127,601336.SH,20200604,45.29
2128,601377.SH,20200604,5.79
2129,601398.SH,20200604,5.18
2130,000895.SZ,20200604,39.9
2131,601166.SH,20200604,16.25
2132,601229.SH,20200604,8.11
2133,601236.SH,20200604,20.59
2134,601318.SH,20200604,75.14
2135,002916.SZ,20200603,156.5
2136,000728.SZ,20200604,8.04
2137,601138.SH,20200602,14.16
2138,000627.SZ,20200601,4.99
2139,000661.SZ,20200601,670.92
2140,601881.SH,20200601,10.26
2141,601009.SH,20200601,7.92
2142,601108.SH,20200601,10.43
2143,601169.SH,20200601,4.93
2144,601336.SH,20200601,44.34
2145,601377.SH,20200601,5.9
2146,601398.SH,20200601,5.16
2147,000568.SZ,20200601,89.22
2148,002001.SZ,20200603,26.03
2149,600867.SH,20200601,15.99
2150,603501.SH,20200602,185.81
2151,002304.SZ,20200602,105.16
2152,002294.SZ,20200604,20.09
2153,600867.SH,20200611,15.05
2154,600999.SH,20200611,16.91
2155,601162.SH,20200611,5.94
2156,002841.SZ,20200611,93.66
2157,600566.SH,20200608,22.72
2158,002773.SZ,20200609,38.62
2159,603259.SH,20200609,79.9
2160,601939.SH,20200608,6.4
2161,002294.SZ,20200608,20.96
2162,300122.SZ,20200608,85.17
2163,603986.SH,20200608,223.51
2164,002841.SZ,20200608,92.89
2165,601577.SH,20200611,7.81
2166,601601.SH,20200611,27.89
2167,601607.SH,20200611,17.92
2168,601628.SH,20200611,28.4
2169,601881.SH,20200611,9.82
2170,600887.SH,20200612,29.1
2171,002422.SZ,20200612,21.31
2172,002007.SZ,20200612,41.27
2173,002044.SZ,20200612,11.54
2174,600332.SH,20200612,31.76
2175,601939.SH,20200609,6.43
2176,002294.SZ,20200609,21.0
2177,000001.SZ,20200610,13.49
2178,000415.SZ,20200610,3.03
2179,600000.SH,20200610,10.58
2180,600085.SH,20200610,26.13
2181,002958.SZ,20200610,4.47
2182,600436.SH,20200610,155.65
2183,300003.SZ,20200610,34.93
2184,601066.SH,20200610,33.59
2185,601555.SH,20200610,7.61
2186,601788.SH,20200610,11.03
2187,601838.SH,20200610,7.88
2188,002241.SZ,20200610,24.53
2189,000963.SZ,20200527,23.07
2190,601998.SH,20200527,5.05
2191,002456.SZ,20200527,14.4
2192,002475.SZ,20200527,44.54
2193,601169.SH,20200525,4.84
2194,601336.SH,20200525,42.44
2195,601377.SH,20200525,5.66
2196,601398.SH,20200525,5.09
2197,600000.SH,20200527,10.35
2198,600085.SH,20200527,24.98
2199,601555.SH,20200522,7.46
2200,300015.SZ,20200522,47.87
2201,300408.SZ,20200525,19.02
2202,300433.SZ,20200525,16.14
2203,600705.SH,20200525,3.71
2204,601997.SH,20200605,7.77
2205,002773.SZ,20200529,35.57
2206,300142.SZ,20200529,41.9
2207,600837.SH,20200605,12.05
2208,601901.SH,20200605,7.06
2209,600705.SH,20200605,3.91
2210,000166.SZ,20200605,4.49
2211,600196.SH,20200605,31.2
2212,300003.SZ,20200604,33.95
2213,601288.SH,20200604,3.41
2214,601328.SH,20200604,5.16
2215,002001.SZ,20200604,26.37
2216,601997.SH,20200604,7.75
2217,601878.SH,20200604,9.97
2218,601166.SH,20200603,16.33
2219,601229.SH,20200603,8.14
2220,601236.SH,20200603,20.83
2221,601318.SH,20200603,75.01
2222,601901.SH,20200603,7.04
2223,002008.SZ,20200604,31.9
2224,601555.SH,20200604,7.76
2225,601788.SH,20200604,11.05
2226,601838.SH,20200604,7.92
2227,601555.SH,20200603,7.77
2228,002241.SZ,20200603,23.71
2229,600837.SH,20200603,11.93
2230,601939.SH,20200601,6.4
2231,002475.SZ,20200601,47.92
2232,601878.SH,20200601,10.35
2233,000596.SZ,20200601,151.41
2234,600015.SH,20200601,6.42
2235,600030.SH,20200601,23.14
2236,601166.SH,20200601,16.27
2237,601229.SH,20200601,8.12
2238,601236.SH,20200601,21.44
2239,601318.SH,20200601,72.16
2240,600999.SH,20200601,17.21
2241,601162.SH,20200601,5.81
2242,601688.SH,20200601,17.89
2243,002304.SZ,20200601,107.25
2244,002841.SZ,20200601,90.0
2245,603986.SH,20200601,206.3
2246,600016.SH,20200603,5.77
2247,600015.SH,20200604,6.4
2248,000413.SZ,20200608,2.92
2249,600519.SH,20200608,1406.1
2250,000001.SZ,20200608,13.62
2251,000415.SZ,20200608,3.05
2252,002252.SZ,20200611,8.31
2253,600519.SH,20200611,1400.46
2254,002456.SZ,20200608,16.82
2255,000728.SZ,20200608,8.07
2256,002916.SZ,20200608,158.49
2257,000415.SZ,20200609,3.02
2258,000423.SZ,20200611,33.52
2259,000538.SZ,20200611,86.4
2260,601166.SH,20200611,15.81
2261,601229.SH,20200611,8.24
2262,601236.SH,20200611,21.12
2263,601318.SH,20200611,74.22
2264,601901.SH,20200611,6.95
2265,002958.SZ,20200611,4.55
2266,603259.SH,20200611,81.29
2267,300003.SZ,20200611,34.3
2268,300015.SZ,20200612,41.96
2269,002939.SZ,20200612,12.27
2270,300136.SZ,20200610,48.2
2271,601939.SH,20200610,6.4
2272,601988.SH,20200610,3.5
2273,600703.SH,20200609,25.16
2274,600809.SH,20200609,134.99
2275,600816.SH,20200609,1.8
2276,002456.SZ,20200609,16.6
2277,002475.SZ,20200609,51.6
2278,002736.SZ,20200609,10.86
2279,000166.SZ,20200522,4.44
2280,002945.SZ,20200527,13.48
2281,601878.SH,20200525,9.31
2282,601788.SH,20200522,10.9
2283,601838.SH,20200522,7.73
2284,300142.SZ,20200522,41.25
2285,601988.SH,20200522,3.42
2286,601198.SH,20200527,10.28
2287,601288.SH,20200527,3.4
2288,601328.SH,20200527,5.11
2289,000725.SZ,20200527,3.71
2290,002456.SZ,20200605,16.71
2291,002475.SZ,20200605,51.85
2292,601939.SH,20200605,6.43
2293,002939.SZ,20200605,12.07
2294,600705.SH,20200604,3.86
2295,600390.SH,20200605,6.83
2296,600519.SH,20200605,1425.0
2297,002241.SZ,20200605,23.66
2298,600928.SH,20200605,5.16
2299,002673.SZ,20200605,8.07
2300,601577.SH,20200604,7.81
2301,601601.SH,20200604,29.13
2302,601607.SH,20200604,18.04
2303,300136.SZ,20200604,46.93
2304,603160.SH,20200604,225.54
2305,000725.SZ,20200602,4.25
2306,600887.SH,20200602,28.84
2307,600919.SH,20200602,6.0
2308,600926.SH,20200602,9.12
2309,600958.SH,20200602,9.44
2310,600998.SH,20200602,18.46
2311,002673.SZ,20200603,8.07
2312,600196.SH,20200603,31.35
2313,600276.SH,20200603,80.17
2314,600369.SH,20200603,4.51
2315,601788.SH,20200603,11.12
2316,601838.SH,20200603,7.97
2317,601988.SH,20200603,3.5
2318,600703.SH,20200604,25.58
2319,600928.SH,20200603,5.17
2320,600036.SH,20200603,35.22
2321,000413.SZ,20200603,2.89
2322,002958.SZ,20200601,4.4
2323,300003.SZ,20200601,35.46
2324,000895.SZ,20200601,39.8
2325,002236.SZ,20200601,16.37
2326,601901.SH,20200601,7.14
2327,002916.SZ,20200601,157.11
2328,000001.SZ,20200603,13.54
2329,000415.SZ,20200603,3.07
2330,000568.SZ,20200603,87.48
2331,000596.SZ,20200603,145.78
2332,600030.SH,20200604,22.76
2333,000568.SZ,20200608,95.03
2334,000596.SZ,20200608,147.81
2335,600000.SH,20200609,10.68
2336,600085.SH,20200609,26.4
2337,600436.SH,20200609,154.5
2338,600703.SH,20200611,24.38
2339,002304.SZ,20200608,111.5
2340,601998.SH,20200608,5.08
2341,603156.SH,20200608,21.41
2342,000568.SZ,20200609,95.79
2343,000596.SZ,20200609,148.39
2344,000725.SZ,20200611,4.65
2345,600061.SH,20200611,11.81
2346,002673.SZ,20200611,7.94
2347,000963.SZ,20200611,22.68
2348,002304.SZ,20200611,110.04
2349,300136.SZ,20200611,47.18
2350,300142.SZ,20200612,51.5
2351,000413.SZ,20200612,2.76
2352,000413.SZ,20200610,2.83
2353,002236.SZ,20200610,17.58
2354,000627.SZ,20200610,4.92
2355,000661.SZ,20200610,354.98
2356,000776.SZ,20200610,13.56
2357,600928.SH,20200610,5.2
2358,601881.SH,20200610,9.86
2359,002938.SZ,20200609,49.02
2360,002252.SZ,20200610,8.26
2361,600705.SH,20200522,3.77
2362,300122.SZ,20200527,81.81
2363,002841.SZ,20200527,84.28
2364,002916.SZ,20200527,151.1
2365,000100.SZ,20200522,4.95
2366,601997.SH,20200527,7.69
2367,002001.SZ,20200527,25.51
2368,600109.SH,20200525,9.66
2369,603501.SH,20200604,181.23
2370,603986.SH,20200604,205.66
2371,600703.SH,20200605,25.26
2372,601577.SH,20200605,7.83
2373,601601.SH,20200605,29.26
2374,601607.SH,20200605,18.04
2375,601628.SH,20200605,27.83
2376,601628.SH,20200604,27.81
2377,601881.SH,20200604,9.93
2378,601688.SH,20200605,17.9
2379,601998.SH,20200605,5.11
2380,002958.SZ,20200603,4.45
2381,300003.SZ,20200603,34.72
2382,300347.SZ,20200604,83.58
2383,601198.SH,20200602,10.81
2384,002304.SZ,20200603,104.8
2385,600867.SH,20200603,15.9
2386,000415.SZ,20200602,3.14
2387,000568.SZ,20200602,88.11
2388,000596.SZ,20200602,146.96
2389,600061.SH,20200604,12.03
2390,600183.SH,20200604,27.77
2391,601108.SH,20200602,10.27
2392,002252.SZ,20200602,8.33
2393,600887.SH,20200601,28.92
2394,600919.SH,20200601,5.99
2395,600926.SH,20200601,9.15
2396,600958.SH,20200601,9.47
2397,600998.SH,20200601,18.27
2398,601198.SH,20200601,10.85
2399,601288.SH,20200601,3.42
2400,601328.SH,20200601,5.15
2401,600390.SH,20200603,6.79
2402,002938.SZ,20200601,46.21
2403,600703.SH,20200601,25.08
2404,002938.SZ,20200603,48.95
2405,002422.SZ,20200603,20.5
2406,600958.SH,20200603,9.37
2407,600998.SH,20200603,18.16
2408,601198.SH,20200603,10.64
2409,601288.SH,20200603,3.42
2410,601328.SH,20200603,5.19
2411,002456.SZ,20200601,15.33
2412,000423.SZ,20200601,35.0
2413,000538.SZ,20200601,89.36
2414,603986.SH,20200602,207.6
2415,600390.SH,20200604,6.83
2416,600016.SH,20200608,5.75
2417,601336.SH,20200608,46.18
2418,601377.SH,20200608,5.83
2419,601398.SH,20200608,5.24
2420,002773.SZ,20200611,41.26
2421,000627.SZ,20200611,4.89
2422,000661.SZ,20200611,356.52
2423,000776.SZ,20200611,13.46
2424,600196.SH,20200608,30.94
2425,603501.SH,20200608,183.05
2426,002142.SZ,20200611,26.3
2427,000783.SZ,20200611,6.3
2428,000858.SZ,20200611,160.07
2429,600109.SH,20200611,10.37
2430,600332.SH,20200611,31.82
2431,600015.SH,20200608,6.36
2432,600030.SH,20200608,22.97
2433,600015.SH,20200612,6.29
2434,600030.SH,20200612,22.61
2435,601577.SH,20200610,7.83
2436,601601.SH,20200610,29.9
2437,601607.SH,20200610,18.19
2438,601628.SH,20200610,28.92
2439,600015.SH,20200610,6.34
2440,600030.SH,20200610,23.06
2441,002411.SZ,20200610,6.91
2442,002415.SZ,20200610,29.28
2443,603259.SH,20200610,81.31
2444,002252.SZ,20200609,8.25
2445,600015.SH,20200609,6.38
2446,600030.SH,20200609,23.29
2447,000166.SZ,20200527,4.33
2448,600000.SH,20200522,10.14
2449,600085.SH,20200522,24.77
2450,300015.SZ,20200527,49.29
2451,300142.SZ,20200527,42.47
2452,603259.SH,20200527,104.43
2453,002241.SZ,20200527,21.7
2454,002411.SZ,20200522,7.13
2455,002415.SZ,20200522,29.96
2456,601607.SH,20200522,17.39
2457,601628.SH,20200522,26.31
2458,002142.SZ,20200525,24.91
2459,002236.SZ,20200525,15.39
2460,601555.SH,20200605,7.79
2461,601788.SH,20200605,11.13
2462,601838.SH,20200605,7.94
